Cafe Name,Location,Open,Close,Dessert,Ambience,Seats
Ice Lab,https://goo.gl/maps/N7DBbkvAiM9TE9bf7,11:00AM,11:00PM,🍧🍧🍧,👍👍👍👍👍,🪑🪑🪑
